User_ID,Vehicle_Model,Battery_Capacity_kWh,Charging_Station_ID,Charging_Station_Location,Energy_Consumed_kWh,Charging_Duration_Hours,Charging_Rate_kW,Charging_Cost_USD,Time_of_Day,Day_of_Week,State_of_Charge_Start_%,State_of_Charge_End_%,Distance_Driven_km,Temperature_C,Vehicle_Age_years,Charger_Type,User_Type
U1517,Tesla Model X,100.0,CS888,Home,71.37,1.6,45.35,31.84,Night,Thursday,8.0,78.9,16.8,18.4,3,DC Fast,Casual Driver
U1518,Nissan Leaf,40.0,CS423,Workplace,19.79,6.69,2.92,2.4,Evening,Monday,33.1,80.5,71.6,9.4,5,Level 1,Commuter
U1519,Audi e-tron,95.0,CS811,Public,38.1,5.95,6.75,8.51,Night,Sunday,52.8,92.6,26.0,17.9,1,Level 2,Commuter
U1520,Tesla Model Y,75.0,CS858,Workplace,55.41,1.19,49.4,19.91,Evening,Friday,26.3,97.3,20.6,10.3,5,DC Fast,Commuter
U1521,Tesla Model S,100.0,CS561,Highway,39.61,0.9,44.25,15.79,Evening,Wednesday,40.5,78.1,37.6,7.1,3,DC Fast,Commuter
U1522,Tesla Model 3,75.0,CS669,Workplace,46.32,15.23,3.06,6.21,Evening,Saturday,25.1,81.8,63.8,-0.4,5,Level 1,Commuter
U1523,Chevy Bolt EV,65.0,CS262,Highway,51.21,7.48,6.92,10.57,Night,Wednesday,8.0,83.4,66.9,9.1,3,Level 2,Casual Driver
U1524,Tesla Model 3,75.0,CS200,Home,37.1,5.78,6.82,7.99,Morning,Wednesday,53.8,98.8,5.0,-2.5,8,Level 2,Commuter
U1525,Tesla Model X,100.0,CS605,Highway,87.56,2.06,44.73,32.84,Afternoon,Friday,10.5,91.6,97.2,1.6,1,DC Fast,Commuter
U1526,Tesla Model Y,75.0,CS958,Highway,37.32,5.68,6.99,6.52,Night,Saturday,49.6,98.9,69.3,22.6,5,Level 2,Commuter
U1527,Hyundai Ioniq 5,72.6,CS914,Highway,29.39,9.5,3.22,4.09,Evening,Monday,54.1,93.6,32.6,13.9,1,Level 1,Commuter
U1528,Tesla Model 3,75.0,CS191,Public,49.76,7.95,6.6,7.61,Afternoon,Saturday,32.0,95.4,52.0,8.9,8,Level 2,Commuter
U1529,Tesla Model X,100.0,CS926,Highway,34.47,5.35,6.44,4.91,Night,Monday,49.4,81.9,18.8,5.3,4,Level 2,Commuter
U1530,Tesla Model 3,75.0,CS132,Highway,37.19,5.31,6.96,6.81,Afternoon,Wednesday,31.6,80.0,50.7,14.0,6,Level 2,Commuter
U1531,Tesla Model X,100.0,CS805,Highway,84.83,13.78,6.37,14.29,Night,Sunday,8.0,91.1,14.2,14.8,5,Level 2,Casual Driver
U1532,Nissan Leaf,40.0,CS601,Home,13.22,0.27,45.55,4.29,Night,Thursday,48.2,78.5,31.3,40.8,4,DC Fast,Commuter
U1533,Tesla Model S,100.0,CS511,Home,83.5,13.91,6.39,13.8,Evening,Tuesday,23.2,99.4,11.7,42.0,3,Level 2,Casual Driver
U1534,Tesla Model 3,75.0,CS546,Public,16.69,2.73,6.46,2.55,Evening,Monday,75.0,97.1,23.2,22.2,2,Level 2,Casual Driver
U1535,Tesla Model 3,75.0,CS253,Workplace,49.36,16.26,3.25,5.07,Evening,Friday,34.2,99.8,27.6,20.9,8,Level 1,Long-Distance Traveler
U1536,Tesla Model Y,75.0,CS982,Public,25.98,0.55,45.55,7.41,Night,Saturday,52.2,83.0,10.0,-7.7,2,DC Fast,Commuter
U1537,Nissan Leaf,40.0,CS725,Highway,18.83,2.62,7.06,3.5,Night,Sunday,37.1,82.0,10.0,8.4,5,Level 2,Commuter
U1538,Nissan Leaf,40.0,CS404,Public,20.49,2.91,7.06,3.29,Night,Monday,32.1,81.2,10.7,30.0,6,Level 2,Long-Distance Traveler
U1539,Hyundai Ioniq 5,72.6,CS342,Workplace,54.64,1.27,47.29,16.21,Evening,Wednesday,25.4,99.8,20.6,22.9,2,DC Fast,Commuter
U1540,Tesla Model 3,75.0,CS598,Highway,32.99,4.7,7.12,5.99,Afternoon,Wednesday,38.7,82.6,47.5,19.5,1,Level 2,Casual Driver
U1541,Nissan Leaf,40.0,CS343,Workplace,30.36,4.36,7.11,5.37,Evening,Tuesday,13.1,84.2,24.4,4.0,3,Level 2,Long-Distance Traveler
U1542,Nissan Leaf,40.0,CS592,Home,33.45,5.41,6.53,4.78,Evening,Thursday,23.5,99.0,32.4,-4.2,4,Level 2,Casual Driver
U1543,Tesla Model Y,75.0,CS961,Home,33.0,4.81,6.92,5.74,Evening,Thursday,40.8,83.5,22.2,12.4,6,Level 2,Casual Driver
U1544,Kia EV6,77.4,CS745,Home,17.6,2.62,6.59,2.86,Evening,Wednesday,62.2,82.2,130.3,-10.3,2,Level 2,Commuter
U1545,Tesla Model 3,75.0,CS523,Home,61.73,1.51,45.13,20.91,Evening,Wednesday,17.2,98.2,17.3,16.0,4,DC Fast,Long-Distance Traveler
U1546,Nissan Leaf,40.0,CS733,Workplace,21.77,0.48,49.42,6.86,Night,Wednesday,29.5,80.3,49.3,3.5,4,DC Fast,Long-Distance Traveler
U1547,BMW i3,42.2,CS220,Highway,25.7,3.92,6.43,4.31,Evening,Friday,24.3,81.4,65.4,4.5,3,Level 2,Casual Driver
U1548,Tesla Model Y,75.0,CS253,Public,42.46,6.15,7.17,8.86,Morning,Monday,39.2,93.3,37.1,8.8,2,Level 2,Commuter
U1549,Tesla Model S,100.0,CS857,Highway,74.21,11.07,6.8,17.71,Night,Thursday,8.0,82.1,32.4,19.7,2,Level 2,Commuter
U1550,BMW i3,42.2,CS890,Public,23.53,3.45,6.79,5.0,Afternoon,Sunday,31.0,82.0,30.9,-1.4,2,Level 2,Casual Driver
U1551,Tesla Model 3,75.0,CS412,Highway,30.74,0.73,44.34,11.05,Afternoon,Thursday,52.9,92.3,11.8,29.6,7,DC Fast,Commuter
U1552,Tesla Model Y,75.0,CS144,Highway,28.65,0.69,44.08,8.2,Evening,Sunday,48.7,83.5,6.2,42.0,3,DC Fast,Casual Driver
U1553,Tesla Model Y,75.0,CS581,Workplace,41.6,14.49,2.93,5.49,Night,Monday,30.5,83.7,21.5,9.7,7,Level 1,Commuter
U1554,Nissan Leaf,40.0,CS235,Workplace,32.77,4.96,6.9,5.69,Morning,Sunday,20.6,93.3,152.2,-8.2,3,Level 2,Long-Distance Traveler
U1555,Tesla Model 3,75.0,CS927,Workplace,51.33,7.2,7.14,11.01,Night,Sunday,16.7,79.1,33.5,42.0,3,Level 2,Commuter
U1556,Tesla Model S,100.0,CS891,Home,60.31,1.34,46.25,23.83,Afternoon,Tuesday,23.9,80.6,40.0,34.6,3,DC Fast,Commuter
U1557,Tesla Model X,100.0,CS647,Highway,26.82,3.79,7.11,6.24,Afternoon,Tuesday,56.5,82.1,34.2,8.4,6,Level 2,Long-Distance Traveler
U1558,Nissan Leaf,40.0,CS968,Home,20.06,3.02,6.81,3.55,Morning,Friday,33.0,81.9,34.9,26.3,7,Level 2,Commuter
U1559,Audi e-tron,95.0,CS694,Workplace,54.44,7.72,7.18,9.36,Night,Tuesday,26.3,83.2,19.8,21.7,3,Level 2,Casual Driver
U1560,Nissan Leaf,40.0,CS944,Highway,20.98,3.26,6.73,3.56,Night,Saturday,38.5,90.7,53.5,21.0,5,Level 2,Casual Driver
U1561,Tesla Model 3,75.0,CS773,Highway,26.25,0.42,48.59,11.73,Evening,Monday,48.1,83.1,48.8,20.6,2,DC Fast,Commuter
U1562,Kia EV6,77.4,CS379,Home,41.9,13.74,3.17,6.2,Night,Sunday,41.2,92.2,19.9,5.7,1,Level 1,Casual Driver
U1563,Audi e-tron,95.0,CS506,Highway,29.1,4.48,6.51,6.64,Evening,Wednesday,50.8,81.3,43.8,18.9,4,Level 2,Commuter
U1564,Tesla Model Y,75.0,CS475,Highway,38.98,0.81,48.27,17.16,Night,Sunday,32.9,84.4,10.0,18.1,8,DC Fast,Casual Driver
U1565,Hyundai Ioniq 5,72.6,CS990,Home,16.62,2.34,6.78,2.38,Evening,Wednesday,58.0,79.0,17.1,40.5,1,Level 2,Commuter
U1566,Tesla Model Y,75.0,CS511,Public,48.26,6.78,7.06,9.63,Night,Wednesday,17.2,79.9,96.2,13.7,3,Level 2,Long-Distance Traveler
U1567,Hyundai Ioniq 5,72.6,CS789,Home,19.68,2.84,7.04,3.85,Night,Monday,53.9,80.6,48.0,16.2,3,Level 2,Casual Driver
U1568,BMW i3,42.2,CS296,Public,22.84,0.47,48.59,8.4,Night,Thursday,38.9,91.9,21.6,15.2,5,DC Fast,Commuter
U1569,Kia EV6,77.4,CS390,Highway,44.86,0.9,45.08,12.26,Night,Saturday,28.5,85.0,27.9,13.7,2,DC Fast,Casual Driver
U1570,Hyundai Ioniq 5,72.6,CS593,Public,42.85,6.9,6.34,6.4,Night,Monday,26.9,84.5,33.1,26.0,6,Level 2,Long-Distance Traveler
U1571,Tesla Model 3,75.0,CS295,Workplace,39.59,5.74,7.11,6.46,Evening,Thursday,40.5,93.0,38.3,18.9,1,Level 2,Long-Distance Traveler
U1572,Tesla Model 3,75.0,CS929,Highway,42.14,6.01,7.12,10.29,Afternoon,Wednesday,25.7,80.6,72.7,25.7,8,Level 2,Commuter
U1573,Tesla Model X,100.0,CS333,Workplace,51.61,8.18,6.37,10.59,Morning,Friday,30.3,80.5,21.5,13.0,7,Level 2,Commuter
U1574,Kia EV6,77.4,CS636,Public,31.19,4.35,7.13,6.78,Afternoon,Monday,44.6,82.4,212.9,4.6,6,Level 2,Commuter
U1575,Tesla Model S,100.0,CS441,Workplace,44.61,6.98,6.44,10.28,Afternoon,Thursday,38.7,81.8,11.8,28.4,1,Level 2,Commuter
U1576,Tesla Model 3,75.0,CS302,Public,39.96,0.85,45.73,15.39,Afternoon,Tuesday,30.2,79.6,16.0,2.2,3,DC Fast,Long-Distance Traveler
U1577,Audi e-tron,95.0,CS701,Highway,39.29,6.08,6.44,9.0,Night,Saturday,39.8,78.6,28.5,4.2,6,Level 2,Casual Driver
U1578,Tesla Model Y,75.0,CS588,Home,29.62,4.28,6.96,5.17,Evening,Wednesday,39.1,78.4,11.2,18.9,5,Level 2,Casual Driver
U1579,Hyundai Ioniq 5,72.6,CS123,Workplace,59.26,1.32,44.47,22.75,Afternoon,Tuesday,8.0,79.2,12.7,-12.0,4,DC Fast,Commuter
U1580,Tesla Model 3,75.0,CS623,Public,24.72,3.55,6.93,3.95,Night,Thursday,47.4,78.7,35.0,7.3,5,Level 2,Long-Distance Traveler
U1581,Nissan Leaf,40.0,CS146,Public,28.58,4.33,6.63,5.48,Evening,Tuesday,14.0,79.0,67.3,-2.5,2,Level 2,Casual Driver
U1582,Tesla Model Y,75.0,CS266,Public,31.69,4.39,7.15,5.08,Afternoon,Friday,38.9,78.1,56.1,38.6,6,Level 2,Commuter
U1583,Tesla Model 3,75.0,CS850,Workplace,41.51,5.79,7.11,7.54,Afternoon,Tuesday,29.9,83.0,226.9,9.7,1,Level 2,Casual Driver
U1584,Nissan Leaf,40.0,CS446,Workplace,16.12,5.03,3.29,1.89,Night,Friday,37.7,78.0,24.5,19.9,8,Level 1,Casual Driver
U1585,Tesla Model S,100.0,CS675,Workplace,46.43,6.56,7.1,7.2,Afternoon,Tuesday,32.5,78.3,20.3,16.5,1,Level 2,Casual Driver
U1586,Tesla Model 3,75.0,CS980,Public,47.95,1.16,44.68,13.42,Evening,Friday,31.1,93.9,47.6,24.4,3,DC Fast,Casual Driver
U1587,Tesla Model 3,75.0,CS464,Highway,60.67,1.52,44.58,25.18,Night,Friday,18.0,97.9,31.7,22.9,6,DC Fast,Commuter
U1588,Tesla Model 3,75.0,CS639,Workplace,65.67,10.33,6.81,14.05,Night,Sunday,13.9,97.1,16.1,32.5,3,Level 2,Long-Distance Traveler
U1589,Hyundai Ioniq 5,72.6,CS576,Workplace,51.49,17.09,3.0,6.94,Night,Sunday,10.1,78.9,10.2,27.6,5,Level 1,Commuter
U1590,Chevy Bolt EV,65.0,CS982,Workplace,32.95,0.72,44.74,11.16,Afternoon,Sunday,35.4,84.5,39.8,28.1,2,DC Fast,Commuter
U1591,Audi e-tron,95.0,CS986,Workplace,56.52,18.69,3.04,6.97,Morning,Saturday,23.8,81.7,41.3,13.5,1,Level 1,Commuter
U1592,Nissan Leaf,40.0,CS622,Home,18.42,2.65,6.89,3.31,Evening,Friday,36.6,79.8,19.9,4.3,6,Level 2,Long-Distance Traveler
U1593,Tesla Model Y,75.0,CS425,Workplace,32.43,5.15,6.57,5.11,Morning,Friday,54.9,97.0,22.8,26.1,3,Level 2,Commuter
U1594,Tesla Model S,100.0,CS506,Home,66.25,21.3,3.12,8.65,Afternoon,Friday,20.3,81.2,28.5,0.0,1,Level 1,Commuter
U1595,Kia EV6,77.4,CS242,Public,26.29,4.04,6.82,5.63,Night,Wednesday,58.7,92.2,14.3,16.1,2,Level 2,Casual Driver
U1596,Tesla Model X,100.0,CS178,Home,43.05,0.9,47.77,17.99,Afternoon,Friday,41.2,83.5,27.7,15.9,2,DC Fast,Long-Distance Traveler
U1597,Tesla Model Y,75.0,CS782,Workplace,16.63,2.37,6.91,3.74,Afternoon,Thursday,60.0,80.2,36.8,-2.7,3,Level 2,Commuter
U1598,Tesla Model X,100.0,CS504,Workplace,22.04,0.33,48.78,6.31,Night,Wednesday,59.0,80.1,50.0,31.7,3,DC Fast,Casual Driver
U1599,Kia EV6,77.4,CS226,Public,57.29,1.25,45.9,23.41,Afternoon,Saturday,13.8,82.3,44.2,1.3,1,DC Fast,Commuter
U1600,Tesla Model 3,75.0,CS968,Public,17.73,2.74,6.49,3.16,Night,Sunday,55.7,78.5,51.2,28.9,4,Level 2,Commuter
U1601,Tesla Model S,100.0,CS370,Home,33.88,0.83,48.58,10.7,Night,Monday,61.3,93.8,52.9,9.7,5,DC Fast,Commuter
U1602,Nissan Leaf,40.0,CS425,Public,26.84,4.05,6.71,5.81,Night,Saturday,14.3,79.4,23.1,12.3,1,Level 2,Casual Driver
U1603,Tesla Model 3,75.0,CS159,Highway,25.42,0.57,44.43,8.28,Afternoon,Sunday,47.9,80.1,24.8,32.3,2,DC Fast,Casual Driver
U1604,Nissan Leaf,40.0,CS646,Highway,25.86,0.52,49.6,7.84,Night,Wednesday,38.9,98.0,33.2,41.4,1,DC Fast,Commuter
U1605,Tesla Model Y,75.0,CS420,Workplace,41.3,14.22,2.92,4.36,Night,Monday,29.8,82.0,25.6,7.1,3,Level 1,Casual Driver
U1606,Tesla Model S,100.0,CS260,Public,48.37,0.96,48.7,16.54,Afternoon,Wednesday,37.7,79.9,77.2,-12.0,1,DC Fast,Commuter
U1607,Tesla Model S,100.0,CS760,Public,47.03,6.68,7.17,10.17,Evening,Tuesday,36.8,83.1,22.3,16.2,1,Level 2,Long-Distance Traveler
U1608,Tesla Model Y,75.0,CS399,Public,51.8,8.05,6.5,10.92,Night,Saturday,19.6,82.8,55.7,-1.1,5,Level 2,Casual Driver
U1609,Tesla Model X,100.0,CS130,Highway,56.77,1.24,47.27,19.12,Night,Tuesday,33.8,84.2,29.5,-8.2,1,DC Fast,Commuter
U1610,Tesla Model Y,75.0,CS477,Home,44.12,1.0,44.14,14.18,Afternoon,Friday,35.4,93.1,48.4,15.4,1,DC Fast,Commuter
U1611,Tesla Model S,100.0,CS391,Highway,49.79,7.15,7.07,8.35,Afternoon,Saturday,36.0,83.5,11.2,8.8,2,Level 2,Long-Distance Traveler
U1612,Kia EV6,77.4,CS220,Home,36.09,11.93,3.16,4.13,Morning,Thursday,48.2,94.2,39.3,16.6,1,Level 1,Long-Distance Traveler
U1613,Tesla Model 3,75.0,CS309,Public,38.35,5.89,6.55,5.98,Night,Thursday,32.4,79.8,87.1,38.1,6,Level 2,Casual Driver
U1614,Tesla Model 3,75.0,CS834,Public,18.9,0.5,44.52,5.84,Morning,Monday,56.5,81.5,81.9,17.9,6,DC Fast,Casual Driver
U1615,Tesla Model X,100.0,CS443,Workplace,22.03,3.22,7.06,3.54,Afternoon,Wednesday,60.7,82.4,81.4,23.7,3,Level 2,Commuter
U1616,Tesla Model Y,75.0,CS452,Workplace,39.13,0.79,46.13,14.65,Afternoon,Tuesday,27.7,79.5,49.9,18.2,2,DC Fast,Casual Driver
U1617,Nissan Leaf,40.0,CS904,Public,25.19,3.8,6.66,3.75,Evening,Sunday,18.0,79.3,58.8,13.5,1,Level 2,Long-Distance Traveler
U1618,Tesla Model X,100.0,CS243,Workplace,73.03,11.22,6.49,11.35,Afternoon,Monday,8.5,79.8,8.5,13.9,4,Level 2,Long-Distance Traveler
U1619,Kia EV6,77.4,CS227,Workplace,38.01,5.76,6.93,9.07,Evening,Wednesday,41.2,90.3,44.4,19.8,4,Level 2,Commuter
U1620,Tesla Model X,100.0,CS422,Highway,76.55,24.02,3.22,10.47,Night,Monday,11.1,82.7,32.4,4.0,6,Level 1,Long-Distance Traveler
U1621,Chevy Bolt EV,65.0,CS766,Public,37.88,0.79,44.02,12.04,Evening,Monday,30.5,84.5,11.3,1.4,1,DC Fast,Commuter
U1622,Nissan Leaf,40.0,CS556,Highway,25.16,4.25,6.37,5.72,Night,Tuesday,35.8,98.0,17.3,17.2,1,Level 2,Commuter
U1623,BMW i3,42.2,CS788,Workplace,15.01,2.1,7.17,2.44,Night,Tuesday,46.0,79.6,14.1,34.3,8,Level 2,Commuter
U1624,Kia EV6,77.4,CS202,Highway,48.88,8.05,6.36,8.86,Morning,Monday,33.3,95.4,41.5,24.3,4,Level 2,Commuter
U1625,Audi e-tron,95.0,CS246,Workplace,34.69,0.68,47.82,12.77,Morning,Thursday,42.2,78.1,227.3,15.8,1,DC Fast,Commuter
U1626,Chevy Bolt EV,65.0,CS441,Home,34.7,0.83,44.56,12.27,Afternoon,Sunday,30.0,82.2,59.3,25.4,2,DC Fast,Long-Distance Traveler
U1627,Nissan Leaf,40.0,CS170,Highway,34.58,5.54,6.43,7.69,Afternoon,Friday,13.4,93.0,17.0,39.8,2,Level 2,Commuter
U1628,Tesla Model S,100.0,CS898,Home,12.64,1.78,7.19,2.22,Night,Wednesday,68.3,80.9,70.2,18.7,2,Level 2,Long-Distance Traveler
U1629,Tesla Model 3,75.0,CS838,Home,38.93,5.72,6.8,6.72,Night,Sunday,28.6,79.9,32.1,22.9,5,Level 2,Casual Driver
U1630,Tesla Model 3,75.0,CS668,Home,36.95,5.58,6.91,5.27,Night,Saturday,52.2,98.3,68.0,4.1,4,Level 2,Casual Driver
U1631,Tesla Model S,100.0,CS450,Highway,74.01,11.19,6.71,15.37,Night,Wednesday,12.2,83.8,116.8,11.8,4,Level 2,Commuter
U1632,Tesla Model Y,75.0,CS448,Home,43.49,6.46,6.74,8.34,Afternoon,Monday,22.3,79.7,46.3,17.4,1,Level 2,Commuter
U1633,Tesla Model Y,75.0,CS871,Public,41.11,6.24,6.6,7.88,Evening,Thursday,29.7,81.2,36.8,35.0,3,Level 2,Commuter
U1634,Chevy Bolt EV,65.0,CS103,Highway,28.74,0.67,45.38,10.78,Evening,Friday,50.5,92.9,14.0,10.0,7,DC Fast,Commuter
U1635,Kia EV6,77.4,CS572,Highway,46.83,7.49,6.49,9.86,Evening,Sunday,35.8,95.5,6.3,23.5,1,Level 2,Commuter
U1636,Tesla Model 3,75.0,CS289,Highway,45.94,7.14,6.5,8.39,Evening,Friday,24.0,84.1,25.8,24.6,4,Level 2,Commuter
U1637,Tesla Model 3,75.0,CS430,Public,51.77,8.29,6.35,9.79,Night,Tuesday,14.5,83.4,115.2,19.5,1,Level 2,Long-Distance Traveler
U1638,Tesla Model Y,75.0,CS864,Home,22.8,0.49,49.37,6.74,Night,Saturday,63.9,93.0,12.7,9.4,1,DC Fast,Casual Driver
U1639,Chevy Bolt EV,65.0,CS152,Public,47.1,7.07,6.92,6.82,Evening,Saturday,23.5,90.6,26.6,38.5,3,Level 2,Casual Driver
U1640,Audi e-tron,95.0,CS342,Public,30.79,10.51,3.08,3.54,Night,Friday,62.0,92.5,27.1,34.4,2,Level 1,Casual Driver
U1641,Hyundai Ioniq 5,72.6,CS347,Public,42.16,6.43,6.64,9.22,Afternoon,Friday,27.0,82.1,7.1,7.1,2,Level 2,Commuter
U1642,Kia EV6,77.4,CS570,Highway,46.98,6.72,7.0,7.72,Afternoon,Tuesday,23.7,81.4,46.2,7.6,4,Level 2,Long-Distance Traveler
U1643,Tesla Model X,100.0,CS137,Public,42.3,6.35,6.77,8.01,Evening,Friday,44.5,83.9,100.8,2.5,3,Level 2,Long-Distance Traveler
U1644,Tesla Model X,100.0,CS423,Highway,69.02,11.07,6.56,12.57,Night,Friday,28.7,96.3,72.3,25.2,1,Level 2,Casual Driver
U1645,Tesla Model 3,75.0,CS273,Workplace,48.1,0.98,48.81,14.85,Night,Friday,16.1,79.1,5.0,15.5,3,DC Fast,Commuter
U1646,Nissan Leaf,40.0,CS920,Home,28.23,8.91,3.3,4.31,Evening,Thursday,23.6,91.0,63.9,31.1,1,Level 1,Long-Distance Traveler
U1647,Nissan Leaf,40.0,CS868,Public,16.7,2.53,6.91,3.37,Evening,Saturday,52.3,90.9,14.2,39.1,2,Level 2,Long-Distance Traveler
U1648,Audi e-tron,95.0,CS909,Home,57.7,1.28,49.72,19.72,Night,Saturday,37.5,95.2,45.7,32.5,5,DC Fast,Commuter
U1649,Tesla Model 3,75.0,CS505,Highway,24.56,0.48,44.57,7.76,Evening,Thursday,46.9,78.4,123.0,10.6,5,DC Fast,Long-Distance Traveler
U1650,Tesla Model Y,75.0,CS321,Highway,49.49,7.0,7.15,10.11,Evening,Saturday,16.7,82.4,22.5,21.2,5,Level 2,Commuter
U1651,Tesla Model Y,75.0,CS501,Home,26.97,3.91,6.89,6.03,Night,Friday,49.2,83.0,20.9,4.7,3,Level 2,Commuter
U1652,Tesla Model S,100.0,CS243,Home,25.21,3.69,6.83,5.81,Night,Wednesday,54.3,78.3,202.1,7.5,3,Level 2,Commuter
U1653,Tesla Model 3,75.0,CS330,Workplace,35.13,5.39,6.5,6.74,Evening,Sunday,32.2,78.7,111.9,17.9,1,Level 2,Casual Driver
U1654,Audi e-tron,95.0,CS815,Highway,52.84,8.34,6.46,9.33,Evening,Tuesday,38.1,90.9,57.7,7.5,1,Level 2,Commuter
U1655,Tesla Model 3,75.0,CS155,Public,61.17,1.32,48.95,25.39,Night,Friday,8.0,83.7,95.3,2.2,6,DC Fast,Commuter
U1656,Tesla Model Y,75.0,CS310,Highway,58.91,9.04,6.92,10.38,Night,Monday,24.6,97.6,5.0,2.5,2,Level 2,Commuter
U1657,Tesla Model 3,75.0,CS115,Public,49.59,7.45,6.69,9.28,Night,Sunday,21.5,81.8,9.0,-1.8,7,Level 2,Casual Driver
U1658,Tesla Model Y,75.0,CS223,Workplace,6.09,0.92,6.58,1.21,Morning,Saturday,73.3,81.3,116.1,16.4,2,Level 2,Commuter
U1659,Kia EV6,77.4,CS502,Highway,24.3,0.54,46.37,7.52,Evening,Friday,50.7,78.8,33.5,-6.6,1,DC Fast,Commuter
U1660,Tesla Model Y,75.0,CS775,Public,34.89,5.1,7.11,6.63,Night,Thursday,45.4,91.7,44.8,20.8,5,Level 2,Commuter
U1661,Audi e-tron,95.0,CS843,Public,63.52,9.43,6.73,12.02,Night,Tuesday,15.8,81.6,39.7,24.0,3,Level 2,Commuter
U1662,Tesla Model 3,75.0,CS292,Highway,55.61,1.23,46.09,22.11,Night,Sunday,11.1,80.9,5.0,5.5,5,DC Fast,Commuter
U1663,Tesla Model S,100.0,CS276,Home,30.92,9.63,3.23,2.89,Night,Monday,51.1,79.2,105.7,-2.8,2,Level 1,Casual Driver
U1664,Tesla Model X,100.0,CS794,Workplace,29.3,4.33,7.0,5.21,Morning,Wednesday,66.4,93.3,33.2,-1.1,6,Level 2,Casual Driver
U1665,Tesla Model X,100.0,CS802,Workplace,55.7,17.57,3.19,5.05,Night,Wednesday,33.0,81.6,39.7,-12.0,1,Level 1,Long-Distance Traveler
U1666,Nissan Leaf,40.0,CS971,Home,27.12,8.72,3.19,2.98,Night,Monday,19.6,84.1,41.1,7.6,2,Level 1,Commuter
U1667,Tesla Model X,100.0,CS908,Public,63.9,9.28,6.92,15.25,Night,Thursday,19.7,83.2,16.1,21.6,1,Level 2,Commuter
U1668,Chevy Bolt EV,65.0,CS900,Highway,31.47,4.99,6.42,4.95,Morning,Saturday,38.8,84.6,28.0,6.2,2,Level 2,Long-Distance Traveler
U1669,Nissan Leaf,40.0,CS430,Public,26.59,0.6,47.77,7.32,Night,Sunday,23.7,84.8,115.7,40.1,6,DC Fast,Casual Driver
U1670,Tesla Model X,100.0,CS165,Workplace,57.32,1.3,48.13,18.47,Night,Tuesday,43.0,95.5,19.3,40.7,5,DC Fast,Commuter
U1671,Tesla Model Y,75.0,CS790,Public,23.02,0.47,49.29,9.03,Evening,Saturday,48.7,79.4,38.8,19.3,7,DC Fast,Commuter
U1672,Nissan Leaf,40.0,CS913,Home,24.61,0.54,46.47,10.37,Morning,Monday,28.9,90.2,27.4,20.8,6,DC Fast,Commuter
U1673,Tesla Model 3,75.0,CS739,Home,39.86,12.09,3.27,4.6,Afternoon,Thursday,28.2,79.0,13.7,8.9,2,Level 1,Commuter
U1674,BMW i3,42.2,CS816,Highway,23.47,0.4,49.82,7.03,Evening,Saturday,29.0,80.5,12.0,38.2,4,DC Fast,Commuter
U1675,Nissan Leaf,40.0,CS476,Highway,20.82,6.55,3.16,2.63,Morning,Tuesday,29.4,79.5,90.6,29.5,5,Level 1,Commuter
U1676,Chevy Bolt EV,65.0,CS823,Highway,25.61,3.75,6.92,5.45,Evening,Wednesday,43.0,81.3,32.0,26.6,3,Level 2,Commuter
U1677,Tesla Model Y,75.0,CS651,Public,23.18,3.39,6.98,3.84,Afternoon,Thursday,54.5,84.5,75.6,12.8,3,Level 2,Commuter
U1678,Tesla Model 3,75.0,CS864,Highway,54.02,7.71,7.11,12.77,Night,Thursday,13.4,83.6,41.5,13.5,1,Level 2,Commuter
U1679,Tesla Model X,100.0,CS309,Home,71.44,1.63,45.55,28.68,Evening,Friday,14.5,79.8,39.5,-1.3,3,DC Fast,Casual Driver
U1680,Tesla Model X,100.0,CS965,Home,36.57,5.09,7.18,6.82,Night,Sunday,43.7,78.7,16.5,9.6,3,Level 2,Commuter
U1681,Tesla Model S,100.0,CS366,Home,70.84,10.93,6.97,11.0,Evening,Wednesday,29.8,99.2,63.4,15.0,1,Level 2,Commuter
U1682,Tesla Model 3,75.0,CS122,Public,58.4,1.29,44.45,18.69,Night,Thursday,12.9,83.1,16.7,-4.6,4,DC Fast,Casual Driver
U1683,Chevy Bolt EV,65.0,CS738,Home,31.92,4.7,7.07,5.72,Night,Wednesday,44.7,91.5,11.5,7.8,7,Level 2,Casual Driver
U1684,Tesla Model 3,75.0,CS814,Highway,49.72,7.45,6.72,11.86,Night,Tuesday,17.6,81.3,95.4,10.3,2,Level 2,Commuter
U1685,Nissan Leaf,40.0,CS128,Highway,22.54,3.48,6.72,5.27,Evening,Friday,34.7,91.0,29.7,19.7,3,Level 2,Casual Driver
U1686,Chevy Bolt EV,65.0,CS506,Workplace,25.72,8.2,3.17,2.4,Evening,Saturday,45.6,82.0,13.8,-0.1,7,Level 1,Commuter
U1687,Nissan Leaf,40.0,CS625,Workplace,15.64,0.36,49.25,4.6,Night,Friday,41.4,79.7,24.0,15.2,2,DC Fast,Commuter
U1688,Kia EV6,77.4,CS485,Highway,49.71,7.4,7.11,9.4,Evening,Tuesday,33.1,94.7,40.2,30.1,1,Level 2,Commuter
U1689,Tesla Model 3,75.0,CS553,Workplace,23.47,3.31,7.06,3.41,Night,Friday,50.0,80.1,73.9,10.1,2,Level 2,Commuter
